"The Force Is The Force","Carla Ulbrich","0000-00-00",,
"The Hanna Barbera Polka","the great Luke Ski","0000-00-00",,
"Zombie Apocalypse Barbecue","Consortium of Genius","0000-00-00",,
"The Fump Volume 18: November - December 2009","Various Artists","0000-00-00","FIDIM059","753182824727"
"Ten Foot Two Skin of Blue ","Robert Lund","0000-00-00",,
"I\'m Not Your Personal IT Guy","Devo Spice","0000-00-00",,
"Holes In The Fort","Nuclear Bubble Wrap","0000-00-00",,
"It\'s a Mad Mad Mad Mad Mad Mad Mad Mad Lib 2008","Worm Quartet","0000-00-00",,
"Mallet Of Metal","Consortium of Genius","0000-00-00",,
"Mr. Fancy Pants","Jonathan Coulton","0000-00-00",,
"We Drank A Toast To Underpants","Robert Lund","0000-00-00",,
"Whipped","Steve Goodie","0000-00-00",,
"OMG","Project Sisyphus","0000-00-00",,
"Oh Won\'t You Show Your Cans (Mono Versions)","The Boobles","0000-00-00",,
"Cheap-Ass Cyborg","Tom Smith","0000-00-00",,
"Dumpster Diving","Steve Goodie","0000-00-00",,
"Hookin\' for Drugs (In All the Wrong Places)","Moneyshot Cosmonauts","0000-00-00",,
"God Hates Comedy Musicians","Cirque du So What","0000-00-00",,
"Bacon (John Denver As A MoFo Version)","Tom Smith","0000-00-00",,
"All You Can Tweet","the great Luke Ski","0000-00-00",,
"Bill Watterson","Lemon Demon","0000-00-00",,
"Eatin\' Paste","TV\'s Kyle","0000-00-00",,
"I Saved the Planet Earth","Marc Gunn","0000-00-00",,
"My Neighbor (The Bedroom Floor)","Raymond and Scum","0000-00-00",,
"Would You Like To Play A Game?","Eric Coleman","0000-00-00",,
"Anime Fan","the great Luke Ski","0000-00-00",,
"High School Makes Everyone Uncomfortable","TV\'s Kyle","0000-00-00",,
"The Fump Vol. 19: January - February 2010","Various Artists","2010-03-16","FIDIM062","654367045954"
"Wreckin\' By The Book","Carrie Dahlby","0000-00-00",,
"Ice Cream Man","Steve Goodie","0000-00-00",,
"Midol","Robert Lund","0000-00-00",,
"You\'re Homely But I\'ll Sleep With You","Moneyshot Cosmonauts","0000-00-00",,
"Gollum Blues","Marc Gunn","0000-00-00",,
"Reefer Glaadness (feat. the Great Luke Ski)","Positive Attitude","0000-00-00",,
"Toy Food","Lemon Demon","0000-00-00",,
"Disclaimer","Devo Spice","0000-00-00",,
"Redesign Your Logo","Lemon Demon","0000-00-00",,
"Uranus!","Robert Lund","0000-00-00",,
"Know Your Power Chords","Nuclear Bubble Wrap","0000-00-00",,
"Dear Worm Quartet","Marc Gunn","0000-00-00",,
"The Special","Positive Attitude","0000-00-00",,
"Wysiwyg (2007 Remake Remodel)","Eric Coleman","0000-00-00",,
"The Fump Vol. 20: March - April 2010","Various Artists","2010-05-15",,"654367422656"
"TILE! shirt","Cirque du So What","2010-05-01",,
"Eighth Wonder","Lemon Demon","0000-00-00",,
"The Ballad of Dr. Stopp","Worm Quartet","0000-00-00",,
"Flight Check (feat. Insane Ian) ","Devo Spice","0000-00-00",,
"Rentboy","Robert Lund","0000-00-00",,
"Just Give The Money To Me","Tom Smith","0000-00-00",,
"Fanboy 2010","the great Luke Ski","0000-00-00",,
"307 Ale","Tom Smith","0000-00-00",,
"Mythbusters: The Cat Came Back","Cirque du So What","0000-00-00",,
"Lesbian","Nuclear Bubble Wrap","0000-00-00",,
"White Elephant","The Chris Waffle Experience","0000-00-00",,
"Hey Old Stripper","Robert Lund","0000-00-00",,
"Eat You Now","Robert Lund","0000-00-00",,
"Go Commando","Morning Sidekick","0000-00-00",,
"Black Water (BP Version)","Steve Goodie","0000-00-00",,
"Operation: Desert Storm","Tom Smith","0000-00-00",,
"Gowron Said Knock You Out","the great Luke Ski","0000-00-00",,
"I Hate Mondays","Devo Spice","0000-00-00",,
"Smells Like Karen Carpenter","Moneyshot Cosmonauts","0000-00-00",,
"Blockbuster Video Girl","Bob Ricci","0000-00-00",,
"Bunny\'s Big Day","Baldbox","0000-00-00",,
"Captain Abduction","Nuclear Bubble Wrap","0000-00-00",,
"Rock Is FTW!","Possible Oscar","0000-00-00",,
"StoogeFighter","Cirque du So What","0000-00-00",,
"Teabaggin\' the USA","The Chris Waffle Experience","0000-00-00",,
"You Need Prozac Charlie Brown","Cirque du So What","0000-00-00",,
"Deathworks SKG","Cirque du So What","0000-00-00",,
"The Ultimate Showdown (RBN Mix)","Lemon Demon","0000-00-00",,
"The Fump Vol. 21: May - June 2010","Various Artists","2010-07-21","FIDIM066","654367784808"
"The Last Arcade","Insane Ian","2010-07-15","FIDIM067",
"Mel Gibson\'s Greatest Hit","Steve Goodie","0000-00-00",,
"All I Want For Christmas Is Stuff ","TV\'s Kyle","0000-00-00",,
"Don\'t Forget To Remember","TV\'s Kyle","0000-00-00",,
"Get Off My Cloud","TV\'s Kyle","0000-00-00",,
"Good Advice","TV\'s Kyle","0000-00-00",,
"Gravy","TV\'s Kyle","0000-00-00",,
"Santa\'s Gonna Telecommute This Christmas","Power Salad","0000-00-00",,
"The Floating Princess Sing-Along","TV\'s Kyle","0000-00-00",,
"The Sailboat Armada","Marc Gunn","0000-00-00",,
"Food Belongs in Me","Nuclear Bubble Wrap","0000-00-00",,
"Raichu a Song","Nuclear Bubble Wrap","0000-00-00",,
"What?","TV\'s Kyle","0000-00-00",,
"Seagull Massacre","TV\'s Kyle","0000-00-00",,
"I Want In Your Pants","Seamonkey","0000-00-00",,
"Ho Is On The Rag","Devo Spice","0000-00-00",,
"It\'s Good To Be The King","the great Luke Ski","0000-00-00",,
"The Fump Vol. 22: July - August 2010","Various Artists","2010-09-15","FIDIM069","654367784808"
"Shall We Burn A Book For Jesus","Steve Goodie","0000-00-00",,
"CosPlaying FanGurls (feat. The Great Luke Ski)","Insane Ian","0000-00-00",,
"Greatest Hits Volume 1: 1996-2003","the great Luke Ski","2010-05-21","FIDIM065",
"Individual Results May Vary","Possible Oscar","0000-00-00",,
"Sexy DVD","Lemon Demon","0000-00-00",,
"Throw Your Spock Up shirt","Possible Oscar","2010-07-01","FIDIM071",
"Zombie-And-B","Tom Smith","0000-00-00",,
"We\'re All Gonna Die (feat. Kiki Canon Devo Spice & Schaffer the Darklord)","Insane Ian","0000-00-00",,
"Apple Feast","TV\'s Kyle","0000-00-00",,
"What a Friend We Have In Cthulhu","Consortium of Genius","0000-00-00",,
"Exploding Head Syndrome","Nuclear Bubble Wrap","2010-10-18","FIDIM072",
"Cinnamony Sea Anemone","Power Salad","2008-03-03","FIDIM046",
"Jock Stuart A Man Who Wears A Kilt Every Day","Marc Gunn","0000-00-00",,
"Buy Yams...I Said","Moneyshot Cosmonauts","0000-00-00",,
"Act Pottery","Nuclear Bubble Wrap","0000-00-00",,
"In Space No One Can Hear You Scream","Nuclear Bubble Wrap","0000-00-00",,
"Harry Potter","Insane Ian","0000-00-00",,
"We Are The Vikings","Kobi Lacroix","0000-00-00",,
"The Fump Vol. 23: September - October 2010","Various Artists","2010-11-15","FIDIM074","654367784822"
"A Fucking Room","Cirque du So What","0000-00-00",,
"Christian Bale\'s Chipmunk (Bleeped Version)","Robert Lund","0000-00-00",,
"Killing You Softly Llive)","Carrie Dahlby","0000-00-00",,
"I Am The Horcrux","Steve Goodie","0000-00-00",,
"Hole Lotta Love: A Chilean Mining Musical","Project Sisyphus","0000-00-00",,
"Blues Campbell","the great Luke Ski","0000-00-00",,
"Halloween Night","Dino-Mike","0000-00-00",,
"Renaissance Fair","Morning Sidekick","0000-00-00",,
"Wasted on the Sleigh","Robert Lund","0000-00-00",,
"Mr. Grint","Steve Goodie","0000-00-00",,
"It\'s A Fanboy Christmas 3: Return Of The Magi","the great Luke Ski","0000-00-00",,
"The North Side of the Pole (Parts 5 and 6)","Moneyshot Cosmonauts","0000-00-00",,
"Christmas With The Zombies","Jesse Smith","0000-00-00",,
"Hands Free Device","Dino-Mike","0000-00-00",,
"Country Jam","Cirque du So What","0000-00-00",,
"The Naughty Wench ","Marc Gunn","0000-00-00",,
"Ecstasy Of The Bilious Waterpoodle","Steve Goodie","0000-00-00",,
"Nothin\' But A Geek Thang","Devo Spice","0000-00-00",,
"Tulip and Turtle","TV\'s Kyle","0000-00-00",,
"The Fump Vol. 24: November - December 2010","Various Artists","2011-01-15","FIDIM076","654367784839"
"Music For Supervillains","Consortium of Genius","0000-00-00",,
"Something To Sneeze At","Steve Goodie","0000-00-00",,
"Sheldon\'s Delight","the great Luke Ski","0000-00-00",,
"Elvis Porn (Live)","Lemon Demon","0000-00-00",,
"Sharktopus","Nuclear Bubble Wrap","0000-00-00",,
"The Bible An Audio Book","Cirque du So What","0000-00-00",,
"Late Night Phone Call","Cirque du So What","0000-00-00",,
"Why I No Longer Listen To New York Hip Hop Radio","Cirque du So What","0000-00-00",,
"Turtle Riding a Dog","TV\'s Kyle","0000-00-00",,
"Divorcing The Kids","Steve Goodie","0000-00-00",,
"Welcome Home Frank","TV\'s Kyle","0000-00-00",,
"Burning Ambitions","Nuclear Bubble Wrap","0000-00-00",,
"Lost Without My Lost","Power Salad","0000-00-00",,
"Yellow Monster","TV\'s Kyle","0000-00-00",,
"Inyourendo","Nuclear Bubble Wrap","0000-00-00",,
"Snoopy The Dogg","the great Luke Ski","0000-00-00",,
"Jabba Jive","Carrie Dahlby","0000-00-00",,
"You\'re an Old Lady (Who Used to Be Hot)","Flat 29","0000-00-00",,
"(I Wanna Be) Your Hugh Hefner","Robert Lund","0000-00-00",,
"Perfect Girl","Dino-Mike","0000-00-00",,
"The Fump Vol. 25: January - February 2011","Various Artists","2011-03-15","FIDIM077","654367784846"
"Ben Bernanke","Lemon Demon","0000-00-00",,
"At the Home Center On Carson Ave","Cirque du So What","0000-00-00",,
"At the Seaside Hotel On Carson Ave","Cirque du So What","0000-00-00",,
"At the Strip Club On Carson Ave","Cirque du So What","0000-00-00",,
"At the Wendy\'s On Carson Ave","Cirque du So What","0000-00-00",,
"Brought To You By the Children\'s Television Workshop","Cirque du So What","0000-00-00",,
"Brown Booger","Steve Goodie","0000-00-00",,
"CSI: Dora","Cirque du So What","0000-00-00",,
"Dumb Fanfic Awards","Cirque du So What","0000-00-00",,
"Electric Razor Blues","Power Salad","0000-00-00",,
"Escargot Flambé A La Mode","Cirque du So What","0000-00-00",,
"Everyone Should Play V:TES \'Cause Somebody\'s Gotta Be Worse Than Me","The Gothsicles","0000-00-00",,
"Gilbert\'s Basket of Shoes","Cirque du So What","0000-00-00",,
"Gilbert\'s Bucket of Roses","Cirque du So What","0000-00-00",,
"Gilbert\'s Thing of Stuff","Cirque du So What","0000-00-00",,
"Happy Fanfare","Cirque du So What","0000-00-00",,
"He\'s Good","Cirque du So What","0000-00-00",,
"I Hate the Google Everything Sidebar","Jesse Smith","0000-00-00",,
"Luke Ski Cereal","Cirque du So What","0000-00-00",,
"Meanwhile...","Cirque du So What","0000-00-00",,
"Mob Internship Program","Cirque du So What","0000-00-00",,
"Name Pitch Meeting","Cirque du So What","0000-00-00",,
"On My Own","Positive Attitude","0000-00-00",,
"Onry Handj*b","Seamonkey","0000-00-00",,
"Silent Track","Cirque du So What","0000-00-00",,
"Spookier Than You","TV\'s Kyle","0000-00-00",,
"T&A VHS Rental-Rama","Cirque du So What","0000-00-00",,
"The Payoff","Cirque du So What","0000-00-00",,
"The Track You Will Listen To The Most On This Disc","Cirque du So What","0000-00-00",,
"Zombie Momma","Toyboat","0000-00-00",,
"The Super Epic Video Game Medley II: Championship Edition","Insane Ian","0000-00-00",,
"I Love My Toys","Jesse Smith","0000-00-00",,
"Nuff Liquor","Dino-Mike","0000-00-00",,
"Gnome Sane?","Devo Spice","2011-04-01","FIDIM078","654367784853"
"Charlie Sheen","Power Salad","0000-00-00",,
"Bob-Omb","Insane Ian","0000-00-00",,
"Calling Dr. Phil","Steve Goodie","0000-00-00",,
"Kenny\'s Lament","Nuclear Bubble Wrap","0000-00-00",,
"There\'s a Gobloot in My Zorch","TV\'s Kyle","0000-00-00",,
"Fake It Better, Granito","Tom Smith","0000-00-00",,
"Transformers shirt","Devo Spice","2011-04-27","FIDIM085",
"Dress This Way","Morning Sidekick","0000-00-00",,
"Superpowers Go Ballistic Execute Bin Laden (Again)","Robert Lund","0000-00-00",,
